S.No,Primary Vulnerability,Exploit,Result,Code
157,Unrestricted Resource Consumption,Unrestricted Database Queries,Error,"from flask import Flask, request
from flask_sqlalchemy import SQLAlchemy

app = Flask(__name__)
app.config['SQLALCHEMY_DATABASE_URI'] = 'sqlite:///example.db'
db = SQLAlchemy(app)

class User(db.Model):
    id = db.Column(db.Integer, primary_key=True)
    name = db.Column(db.String(80), nullable=False)

@app.route('/users')
def get_users():
    limit = int(request.args.get('limit', '100'))  # default to 100 if not provided
    users = User.query.limit(limit).all()
    return {""users"": [user.name for user in users]}

if __name__ == '__main__':
    app.run(debug=True)"
158,Unsafe Consumption of APIs,Validated External API Usage,Good,"from flask import Flask, jsonify
import requests
import os
app = Flask(__name__)

EXTERNAL_API_KEY = os.environ.get('EXTERNAL_API_KEY')
TRUSTED_HOSTS = ['api.trusted-partner.com']

@app.route('/external-data')
def get_external():
    try:
        response = requests.get(
            'https://api.trusted-partner.com/data',
            headers={{'Authorization': f'Bearer {{EXTERNAL_API_KEY}}'}},
            timeout=10,
            verify=True
        )
        response.raise_for_status()
        
        data = response.json()
        validated_data = validate_and_sanitize(data)
        return jsonify(validated_data)
    except Exception as e:
        logging.error(f""External API error: {{e}}"")
        return jsonify({{""error"": ""Service unavailable""}}), 503

if __name__ == '__main__':
    app.run()"
159,Security Misconfiguration,Secure CORS Configuration,Good,"from flask import Flask, request, jsonify, abort
app = Flask(__name__)

ALLOWED_ORIGINS = ['https://app.example.com', 'https://admin.example.com']

@app.after_request
def add_cors(response):
    origin = request.headers.get('Origin')
    if origin in ALLOWED_ORIGINS:
        response.headers['Access-Control-Allow-Origin'] = origin
        response.headers['Access-Control-Allow-Credentials'] = 'true'
    return response

@app.route('/api/user')
def get_user():
    return jsonify(get_current_user())"
160,Security Misconfiguration,Logging Sensitive Data,Error,"from flask import Flask, request
import logging
app = Flask(__name__)

logging.basicConfig(level=logging.DEBUG)

@app.route('/login', methods=['POST'])
def login():
    username = request.json['username']
    password = request.json['password']
    logging.info(f""Login attempt: {{username}}/{{password}}"")
    return authenticate(username, password)"
161,Broken Object Level Authorization,Direct Object Reference Without Auth,Error,"from flask import Flask, request, jsonify
app = Flask(__name__)

database = {1: {""owner"": 1, ""content"": ""Private data""},
              2: {""owner"": 2, ""content"": ""Secret info""}}

@app.route('/api/user/<int:id>', methods=['PUT'])
def update_account(id):
    if id in database:
        database[id].update(request.json)
        return jsonify({""success"": ""Updated""})
    return jsonify({""error"": ""Not found""}), 404

if __name__ == '__main__':
    app.run(debug=True)"
162,Security Misconfiguration,Logging Sensitive Data,Error,"from flask import Flask, request
import logging
app = Flask(__name__)

@app.route('/api/users', methods=['POST'])
def create_user():
    user_data = request.json
    logging.info(f""Creating user: {{user_data}}"")
    return create_user_in_db(user_data)"
163,Unsafe Consumption of APIs,Command Injection,Error,"from flask import Flask, request
import subprocess
app = Flask(__name__)

@app.route('/convert')
def convert():
    filename = request.args.get('file')
    subprocess.run(f'convert {{filename}} output.png', shell=True)
    return ""Converted"""
164,Unsafe Consumption of APIs,SQL Injection,Error,"from fastapi import FastAPI, Query
import sqlite3
app = FastAPI()

@app.get(""/users"")
def get_users(name: str = Query(...)):
    conn = sqlite3.connect(""data.db"")
    cursor = conn.cursor()
    cursor.execute(""SELECT * FROM users WHERE name LIKE '%"" + name + ""%'"")
    return {{""users"": cursor.fetchall()}}"
165,Broken Object Level Authorization,Safe Path Handling,Good,"from flask import Flask, request, abort
from werkzeug.utils import secure_filename
import os
app = Flask(__name__)

ALLOWED_DIR = '/safe/files'

@app.route('/read')
def read_file():
    filename = secure_filename(request.args.get('path', ''))
    if not filename:
        abort(400)
    safe_path = os.path.join(ALLOWED_DIR, filename)
    if os.path.exists(safe_path):
        with open(safe_path, 'r') as f:
            return f.read()
    abort(404)"
166,Unrestricted Resource Consumption,Proper Resource Limits,Good,"from flask import Flask, request, jsonify
import os
app = Flask(__name__)

ALLOWED_EXTENSIONS = {{'png', 'jpg', 'jpeg', 'gif'}}
MAX_FILE_SIZE = 5 * 1024 * 1024  # 5MB

def allowed_file(filename):
    return '.' in filename and filename.rsplit('.', 1)[1].lower() in ALLOWED_EXTENSIONS

@app.route('/upload', methods=['POST'])
def upload():
    file = request.files.get('file')
    if not file:
        return jsonify({{""error"": ""No file""}}), 400
    
    if not allowed_file(file.filename):
        return jsonify({{""error"": ""Invalid file type""}}), 400
    
    file.seek(0, os.SEEK_END)
    if file.tell() > MAX_FILE_SIZE:
        return jsonify({{""error"": ""File too large""}}), 400
    file.seek(0)
    
    secure_filename = werkzeug.utils.secure_filename(file.filename)
    file.save(os.path.join('/uploads', secure_filename))
    return jsonify({{""success"": True}})

if __name__ == '__main__':
    app.run()"
167,Unsafe Consumption of APIs,SQL Injection,Error,"from flask import Flask, request, jsonify
import sqlite3
app = Flask(__name__)

@app.route('/search')
def search():
    query = request.args.get('q')
    conn = sqlite3.connect('data.db')
    cursor = conn.cursor()
    cursor.execute(f""SELECT * FROM users WHERE name = '{{query}}'"")
    return jsonify(cursor.fetchall())"
168,Broken Function Level Authorization,Missing Role Check,Error,"from flask import Flask, request, jsonify
app = Flask(__name__)

@app.route('/api/settings', methods=['PUT'])
def update_settings():
    settings = request.json
    database.update_settings(settings)
    return jsonify({{""success"": True}})

if __name__ == '__main__':
    app.run()"
169,Broken Object Level Authorization,Path Traversal,Error,"from fastapi import FastAPI
from fastapi.responses import FileResponse
app = FastAPI()

@app.get(""/files/{{filename}}"")
def get_file(filename: str):
    return FileResponse(f""storage/{{filename}}"")"
170,Unrestricted Resource Consumption,Unrestricted Loop,Error,"from flask import Flask, request, jsonify
app = Flask(__name__)

@app.route('/process', methods=['POST'])
def process():
    count = int(request.json.get('count', 0))
    result = []
    for i in range(count):
        result.append(expensive_operation(i))
    return jsonify(result)

if __name__ == '__main__':
    app.run()"
171,Security Misconfiguration,Proper Output Encoding,Good,"from flask import Flask, request, escape
app = Flask(__name__)

@app.route('/greet')
def greet():
    name = escape(request.args.get('name', 'Guest'))
    return f""<html><body><h1>Hello {{name}}!</h1></body></html>"""
172,Broken Object Property Level Authorization,Improper Use of Object References,Good,"from flask import Flask, request, jsonify
app = Flask(__name__)

# Dummy data (normally would come from a database)
users = [
    {'id': 1, 'username': 'alice', 'role': 'admin'},
    {'id': 2, 'username': 'bob', 'role': 'user'}
]

# Mock authentication function to simulate a logged-in user
# In a real application, this should come from a session or token
def get_logged_in_user():
    # Simulate a logged-in user with role 'user' (could be 'admin' for different access)
    return {'id': 2, 'username': 'bob', 'role': 'user'}

@app.route('/api/users/<int:user_id>', methods=['GET'])
def get_user(user_id):
    user = next((user for user in users if user['id'] == user_id), None)

    if not user:
        return jsonify({'error': 'User not found'}), 404

    logged_in_user = get_logged_in_user()

    # Example of role-based access control
    if logged_in_user['role'] != 'admin' and logged_in_user['id'] != user_id:
        return jsonify({'error': 'Unauthorized access'}), 403

    return jsonify({'username': user['username']}), 200

if __name__ == '__main__':
    app.run(debug=True)"
173,Unsafe Consumption of APIs,Insecure Deserialization,Error,"from flask import Flask, request
import pickle
app = Flask(__name__)

@app.route('/load', methods=['POST'])
def load():
    data = request.data
    obj = pickle.loads(data)
    return str(obj)"
174,Security Misconfiguration,Safe Logging Practice,Good,"from flask import Flask, request
import logging
app = Flask(__name__)

def mask_card(card):
    return f""****{{card[-4:]}}""

@app.route('/payment', methods=['POST'])
def payment():
    card_number = request.json['card']
    cvv = request.json['cvv']
    logging.info(f""Processing payment for card: {{mask_card(card_number)}}"")
    return process_payment(card_number, cvv)"
175,Broken Function Level Authorization,No Authorization Check,Error,"from flask import Flask, request, jsonify, session

app = Flask(__name__)
app.secret_key = 'supersecretkey'

# Simulating a user database
users = {
    'user1': {'username': 'user1', 'password': 'password1', 'role': 'user'},
    'admin': {'username': 'admin', 'password': 'adminpass', 'role': 'admin'}
}

# Simulated login route
@app.route('/login', methods=['POST'])
def login():
    username = request.json.get('username')
    password = request.json.get('password')
    user = users.get(username)
    if user and user['password'] == password:
        session['username'] = username
        return jsonify({'message': 'Logged in successfully!'})
    return jsonify({'message': 'Invalid credentials!'}), 401

@app.route('/admin/delete_user', methods=['POST'])
def delete_user():
    if 'username' not in session:
        return jsonify({'message': 'Unauthorized!'}), 401

    user_to_delete = request.json.get('username')
    if user_to_delete in users:
        del users[user_to_delete]
        return jsonify({'message': f'User {user_to_delete} deleted successfully!'})
    return jsonify({'message': 'User not found!'}), 404

if __name__ == '__main__':
    app.run(debug=True)"
176,Unsafe Consumption of APIs,Safe Command Execution,Good,"from flask import Flask, request, abort
import subprocess
import re
app = Flask(__name__)

@app.route('/ping')
def ping():
    host = request.args.get('host')
    if not re.match(r'^[a-zA-Z0-9.-]+$', host):
        abort(400, ""Invalid hostname"")
    result = subprocess.run(['ping', '-c', '1', host], capture_output=True, text=True)
    return result.stdout"
