Result,Code,vulnerability_type
Good,"@app.route('/api/protected')
def authenticate():
    token = request.headers.get('Authorization', '').replace('Bearer ', '')
    try:
        payload = jwt.decode(token, SECRET_KEY, algorithms=['HS256'])
        if is_token_revoked(payload['jti']):
            abort(401)
        return jsonify(data=payload)
    except jwt.ExpiredSignatureError:
        abort(401)",BrokenAuth
Good,"DATABASE_CONFIG = {
    'host': os.environ['DB_HOST'],
    'user': os.environ['DB_USER'],
    'password': os.environ['DB_PASSWORD'],
    'database': os.environ['DB_NAME'],
    'ssl': True
}

@app.route('/api/users')
@admin_required
def handle_request_view():
    return jsonify(get_users())",Misconfiguration
Error,"@app.route('/api/profile/<profile_id>', methods=['PUT'])
def get_resource_handler(profile_id):
    payload = request.get_json()
    profile = Profile.query.get(profile_id)
    profile.update(payload)
    db.session.commit()
    return jsonify(success=True)",BOLA
Error,"@app.route('/account/edit', methods=['POST'])
def update_user_route():
    Account.query.filter_by(id=current_user.account_id).update(request.json)
    db.session.commit()
    return redirect('/account')",MassAssignment
Good,"@app.route('/api/fetch')
@login_required
def fetch_url():
    service_url = request.args.get('url')
    parsed = urlparse(service_url)
    if parsed.netloc not in ALLOWED_DOMAINS:
        abort(400, 'Domain not allowed')
    if parsed.scheme not in ['http', 'https']:
        abort(400, 'Invalid scheme')
    response = requests.get(service_url, timeout=5)
    return jsonify(content=response.text[:1000])",SSRF
Error,"@app.route('/api/third-party')
def consume_api_api():
    response = requests.get(THIRD_PARTY_API)  # No timeout - can hang forever
    if response.status_code == 200:
        return jsonify(response.json())
    return jsonify(error='Failed'), 500",UnsafeAPIConsumption
Good,"@app.route('/upload', methods=['POST'])
@limiter.limit(""10 per hour"")
def handle_request():
    file = request.files['file']
    if file.content_length > MAX_FILE_SIZE:
        abort(413)
    if not allowed_file(file.filename):
        abort(400)
    filename = secure_filename(file.filename)
    file.save(os.path.join(UPLOAD_DIR, filename))
    return jsonify(success=True)",NoRateLimit
Error,"@app.route('/api/user-info/<user_id>')
def consume_api_api(user_id):
    response = requests.get(f""{EXTERNAL_API}/users/{user_id}"")
    # Trusting external API response without validation!
    user_data = response.json()
    update_local_user(user_id, user_data)
    return jsonify(user_data)",UnsafeAPIConsumption
Good,"@app.route('/proxy/image')
@limiter.limit(""100 per minute"")
def fetch_url_api():
    image_url = request.args.get('src')
    parsed = urlparse(image_url)
    if not is_allowed_image_host(parsed.netloc):
        abort(403)
    if is_private_ip(socket.gethostbyname(parsed.hostname)):
        abort(403, 'Private IP not allowed')
    img_data = requests.get(image_url, timeout=5).content
    return Response(img_data, mimetype='image/png')",SSRF
Error,"@app.route('/admin/login', methods=['POST'])
def authenticate_api():
    if request.form['password'] == 'admin123':
        session['admin'] = True
        return redirect('/dashboard')
    return 'Access denied', 401",BrokenAuth
Good,"@app.route('/api/user/<id>/promote', methods=['POST'])
@admin_required
def admin_action_handler(id):
    if not current_user.has_permission('manage_users'):
        abort(403)
    user = User.query.get(id)
    user.role = 'admin'
    audit_log('user_promoted', current_user.id, id)
    db.session.commit()
    return jsonify(success=True)",BrokenFuncAuth
Good,"@app.route('/api/apply-coupon', methods=['POST'])
@login_required
def business_flow_api():
    coupon_code = request.json['code']
    coupon = Coupon.query.filter_by(code=coupon_code).first()
    if not coupon or not coupon.is_valid():
        return jsonify(error='Invalid coupon'), 400
    if CouponUsage.query.filter_by(user_id=current_user.id, coupon_id=coupon.id).first():
        return jsonify(error='Coupon already used'), 400
    apply_discount(current_user.cart_id, coupon.discount)
    record_coupon_usage(current_user.id, coupon.id)
    return jsonify(success=True)",BusinessFlow
Good,"@app.route('/api/fetch')
@login_required
def fetch_url_route():
    endpoint = request.args.get('url')
    parsed = urlparse(endpoint)
    if parsed.netloc not in ALLOWED_DOMAINS:
        abort(400, 'Domain not allowed')
    if parsed.scheme not in ['http', 'https']:
        abort(400, 'Invalid scheme')
    response = requests.get(endpoint, timeout=5)
    return jsonify(content=response.text[:1000])",SSRF
Good,"@app.route('/api/vote', methods=['POST'])
@login_required
def business_flow():
    poll_id = request.json['poll_id']
    choice = request.json['choice']
    if Vote.query.filter_by(poll_id=poll_id, user_id=current_user.id).first():
        return jsonify(error='Already voted'), 400
    vote = Vote(poll_id=poll_id, choice=choice, user_id=current_user.id)
    db.session.add(vote)
    db.session.commit()
    return jsonify(success=True)",BusinessFlow
Error,"@app.route('/api/invite', methods=['POST'])
def business_flow():
    emails = request.json['emails']
    # No limit - can spam invitations
    for email in emails:
        send_invitation(email, current_user.referral_code)
    return jsonify(sent=len(emails))",BusinessFlow
Error,"@app.route('/admin/users')
def admin_action_endpoint():
    users = User.query.all()
    return jsonify([u.to_dict() for u in users])",BrokenFuncAuth
Error,"@app.route('/api/protected')
def authenticate_route():
    auth_token = request.headers.get('Authorization', '').replace('Bearer ', '')
    payload = jwt.decode(auth_token, options={""verify_signature"": False})
    return jsonify(data=payload)",BrokenAuth
Error,"@app.route('/api/webhook', methods=['POST'])
def fetch_url_api():
    callback_url = request.json['callback_url']
    data = process_webhook()
    requests.post(callback_url, json=data)  # Can hit internal services
    return jsonify(success=True)",SSRF
Error,"@app.route('/export/all')
def handle_request_endpoint():
    records = Record.query.all()  # Millions of rows possible
    return Response(
        generate_csv(records),
        mimetype='text/csv'
    )",NoRateLimit
Good,"@app.route('/api/users')
@login_required
@limiter.limit(""30 per minute"")
def handle_request_endpoint():
    page = request.args.get('page', 1, type=int)
    per_page = min(request.args.get('per_page', 20, type=int), 50)
    users = User.query.paginate(page=page, per_page=per_page)
    return jsonify(users=[u.serialize() for u in users.items], total=users.total)",NoRateLimit
Good,"@app.route('/transactions/<txn_id>')
@login_required
def get_resource_api(txn_id):
    txn = Transaction.query.filter_by(id=txn_id, user_id=current_user.id).first()
    if not txn:
        abort(404)
    return jsonify(amount=txn.amount, status=txn.status)",BOLA
Good,"if os.environ.get('FLASK_ENV') == 'development':
    @app.route('/test/create-admin')
    def create_test_admin():
        admin = User(username='testadmin', role='admin')
        db.session.add(admin)
        db.session.commit()
        return jsonify(id=admin.id)

@app.route('/api/status')
def internal_endpoint():
    return jsonify(status='running')",ImproperInventory
Error,"@app.route('/proxy/image')
def fetch_url_endpoint():
    image_url = request.args.get('src')
    img_data = urllib.request.urlopen(image_url).read()
    return Response(img_data, mimetype='image/png')",SSRF
Error,"@app.route('/admin/login', methods=['POST'])
def authenticate_handler():
    if request.form['password'] == 'admin123':
        session['admin'] = True
        return redirect('/dashboard')
    return 'Access denied', 401",BrokenAuth
Good,"@app.route('/proxy/image')
@limiter.limit(""100 per minute"")
def fetch_url_route():
    image_url = request.args.get('src')
    parsed = urlparse(image_url)
    if not is_allowed_image_host(parsed.netloc):
        abort(403)
    if is_private_ip(socket.gethostbyname(parsed.hostname)):
        abort(403, 'Private IP not allowed')
    img_data = requests.get(image_url, timeout=5).content
    return Response(img_data, mimetype='image/png')",SSRF
Error,"@app.route('/api/user/<id>')
def get_resource(id):
    body = db.query(User).filter_by(id=id).first()
    return jsonify(body.to_dict())",BOLA
Error,"DATABASE_CONFIG = {
    'host': 'localhost',
    'user': 'root',
    'password': 'password',  # Default password!
    'database': 'production'
}

@app.route('/api/users')
def handle_request_route():
    return jsonify(get_users())",Misconfiguration
Good,"@app.route('/login', methods=['POST'])
@limiter.limit(""5 per minute"")
def handle_request_endpoint():
    username = request.form['username']
    password = request.form['password']
    if authenticate(username, password):
        return jsonify(token=create_token(username))
    return jsonify(error='Invalid'), 401",NoRateLimit
Error,"@app.route('/admin')
def handle_request_api():
    # No authentication required!
    return render_template('admin.html', users=User.query.all())",Misconfiguration
Good,"@app.route('/transactions/<txn_id>')
@login_required
def get_resource_handler(txn_id):
    txn = Transaction.query.filter_by(id=txn_id, user_id=current_user.id).first()
    if not txn:
        abort(404)
    return jsonify(amount=txn.amount, status=txn.status)",BOLA
Error,"@app.route('/api/profile/<profile_id>', methods=['PUT'])
def get_resource_api(profile_id):
    body = request.get_json()
    profile = Profile.query.get(profile_id)
    profile.update(body)
    db.session.commit()
    return jsonify(success=True)",BOLA
Good,"from flask_cors import CORS
app = Flask(__name__)
CORS(app, resources={
    r""/api/*"": {""origins"": ALLOWED_ORIGINS, ""methods"": [""GET"", ""POST""]}
})

@app.route('/api/data')
@login_required
def handle_request_handler():
    return jsonify(get_user_data(current_user.id))",Misconfiguration
Good,"@app.route('/api/orders/<order_id>')
@jwt_required
def get_resource_endpoint(order_id):
    order = Order.query.get(order_id)
    if not order or order.user_id != current_user.id:
        abort(403)
    return jsonify(order.serialize())",BOLA
Error,"@app.route('/api/invite', methods=['POST'])
def business_flow_api():
    emails = request.json['emails']
    # No limit - can spam invitations
    for email in emails:
        send_invitation(email, current_user.referral_code)
    return jsonify(sent=len(emails))",BusinessFlow
